2016/12/30 12:36:43:161  applicationDidBecomeActive:
2016/12/30 12:37:07:737  Processed request with page number 25 for SpecificTrainerDataPage with response <TACPageSpecificTrainerDataPage|cadenceRPM:31|powerW:23>
2016/12/30 12:37:07:737  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:07:737  Recieved page class TACPageRequestPage
2016/12/30 12:37:07:737  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:34|distance:0>
2016/12/30 12:37:07:737  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:07:737  Recieved page class TACPageRequestPage
2016/12/30 12:37:07:737  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:34|distance:0>
2016/12/30 12:37:07:737  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:07:737  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:07:737  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:07:737  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:07:737  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 19001f00 00170000>
2016/12/30 12:37:07:738  Notify with data <a4090000 19001f00 00170000> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageSpecificTrainerDataPage|cadenceRPM:31|powerW:23>
2016/12/30 12:37:07:740  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:07:740  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 22000020>
2016/12/30 12:37:07:740  Notify with data <a4090000 10000000 22000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.1224000025711952|distance:0>
2016/12/30 12:37:07:740  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:07:740  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 22000020>
2016/12/30 12:37:07:740  Notify with data <a4090000 10000000 22000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.1224000025711952|distance:0>
2016/12/30 12:37:08:704  elevation calculation <speed:34|slope:0|distance:5.645867892142171|speedtimedistance:31.89230680465698|elevation:0|elevationChange:0>
2016/12/30 12:37:08:734  elevation calculation <speed:34|slope:0|distance:-18.76908734839958|speedtimedistance:0.00598442554473877|elevation:0|elevationChange:-0>
2016/12/30 12:37:08:734  <reader_timed_RPM> requested SpecificTrainerDataPage:<TACPageRequestPage|requestPage:25>
2016/12/30 12:37:08:734  <reader_timed_Distance> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:08:734  <reader_timed_Speed> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:08:735  logging data point
2016/12/30 12:37:08:738  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:08:738  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801901 39>
2016/12/30 12:37:08:739  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:08:739  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:08:739  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:08:739  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:08:739  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:08:739  Recieved page class TACPageRequestPage
2016/12/30 12:37:08:739  Processed request with page number 25 for SpecificTrainerDataPage with response <TACPageSpecificTrainerDataPage|cadenceRPM:35|powerW:14>
2016/12/30 12:37:08:739  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:08:739  Recieved page class TACPageRequestPage
2016/12/30 12:37:08:739  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:16|distance:0>
2016/12/30 12:37:08:739  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:08:740  Recieved page class TACPageRequestPage
2016/12/30 12:37:08:740  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:16|distance:0>
2016/12/30 12:37:08:740  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:08:740  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:08:740  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:08:740  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:08:740  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 19002300 000e0000>
2016/12/30 12:37:08:740  Notify with data <a4090000 19002300 000e0000> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageSpecificTrainerDataPage|cadenceRPM:35|powerW:14>
2016/12/30 12:37:08:752  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:08:752  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 0f000020>
2016/12/30 12:37:08:752  Notify with data <a4090000 10000000 0f000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.05400000113435083|distance:0>
2016/12/30 12:37:08:752  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:08:752  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 0f000020>
2016/12/30 12:37:08:752  Notify with data <a4090000 10000000 0f000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.05400000113435083|distance:0>
2016/12/30 12:37:09:700  elevation calculation <speed:15|slope:0|distance:9.381551461427419|speedtimedistance:14.00433003902435|elevation:0|elevationChange:0>
2016/12/30 12:37:09:732  elevation calculation <speed:15|slope:0|distance:-11.69294075022589|speedtimedistance:0.003435015678405762|elevation:0|elevationChange:-0>
2016/12/30 12:37:09:732  <reader_timed_RPM> requested SpecificTrainerDataPage:<TACPageRequestPage|requestPage:25>
2016/12/30 12:37:09:733  <reader_timed_Distance> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:09:733  <reader_timed_Speed> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:09:734  logging data point
2016/12/30 12:37:09:737  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:09:737  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801901 39>
2016/12/30 12:37:09:737  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:09:737  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:09:737  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:09:737  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:09:737  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:09:737  Recieved page class TACPageRequestPage
2016/12/30 12:37:09:737  Processed request with page number 25 for SpecificTrainerDataPage with response <TACPageSpecificTrainerDataPage|cadenceRPM:21|powerW:30>
2016/12/30 12:37:09:737  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:09:737  Recieved page class TACPageRequestPage
2016/12/30 12:37:09:737  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:11|distance:0>
2016/12/30 12:37:09:738  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:09:738  Recieved page class TACPageRequestPage
2016/12/30 12:37:09:738  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:11|distance:0>
2016/12/30 12:37:09:738  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:09:738  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:09:738  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:09:738  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:09:738  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 19001500 001e0000>
2016/12/30 12:37:09:738  Notify with data <a4090000 19001500 001e0000> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageSpecificTrainerDataPage|cadenceRPM:21|powerW:30>
2016/12/30 12:37:09:740  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:09:740  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 0b000020>
2016/12/30 12:37:09:740  Notify with data <a4090000 10000000 0b000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.03960000083185727|distance:0>
2016/12/30 12:37:09:741  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:09:741  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 0b000020>
2016/12/30 12:37:09:741  Notify with data <a4090000 10000000 0b000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.03960000083185727|distance:0>
2016/12/30 12:37:10:760  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:10:761  RZBLog(RZBLogLevelWriteCommandData): Data=<a4090000 33000000 00145000>
2016/12/30 12:37:10:761  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:10:761  Recieved page class TACPageTrackResistance
2016/12/30 12:37:10:761  Applying characteristic page <TACPageTrackResistance|gradePercent:5.00>
2016/12/30 12:37:10:762  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:10:762  elevation calculation <speed:11|slope:0|distance:5.844752867273741|speedtimedistance:10.36906170845032|elevation:0|elevationChange:0>
2016/12/30 12:37:10:838  elevation calculation <speed:11|slope:0|distance:-8.106907287862029|speedtimedistance:0.03083264827728271|elevation:0|elevationChange:-0>
2016/12/30 12:37:10:839  <reader_timed_RPM> requested SpecificTrainerDataPage:<TACPageRequestPage|requestPage:25>
2016/12/30 12:37:10:839  <reader_timed_Distance> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:10:839  <reader_timed_Speed> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:10:840  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:10:840  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801901 39>
2016/12/30 12:37:10:840  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:10:841  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:10:841  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:10:841  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:10:841  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:10:841  Recieved page class TACPageRequestPage
2016/12/30 12:37:10:841  Processed request with page number 25 for SpecificTrainerDataPage with response <TACPageSpecificTrainerDataPage|cadenceRPM:30|powerW:16>
2016/12/30 12:37:10:841  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:10:842  Recieved page class TACPageRequestPage
2016/12/30 12:37:10:842  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:14|distance:0>
2016/12/30 12:37:10:842  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:10:842  Recieved page class TACPageRequestPage
2016/12/30 12:37:10:842  logging data point
2016/12/30 12:37:10:842  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:14|distance:0>
2016/12/30 12:37:10:842  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:10:842  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:10:843  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:10:843  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:10:843  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 19001e00 00100000>
2016/12/30 12:37:10:843  Notify with data <a4090000 19001e00 00100000> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageSpecificTrainerDataPage|cadenceRPM:30|powerW:16>
2016/12/30 12:37:10:849  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:10:849  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 0e000020>
2016/12/30 12:37:10:850  Notify with data <a4090000 10000000 0e000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.05040000105872744|distance:0>
2016/12/30 12:37:10:850  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:10:850  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 0e000020>
2016/12/30 12:37:10:850  Notify with data <a4090000 10000000 0e000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.05040000105872744|distance:0>
2016/12/30 12:37:11:751  elevation calculation <speed:14|slope:0|distance:4.038037319792373|speedtimedistance:11.64904999732971|elevation:0|elevationChange:0>
2016/12/30 12:37:11:843  elevation calculation <speed:14|slope:0|distance:-7.843543658561043|speedtimedistance:0.006664037704467773|elevation:0|elevationChange:-0>
2016/12/30 12:37:11:844  <reader_timed_RPM> requested SpecificTrainerDataPage:<TACPageRequestPage|requestPage:25>
2016/12/30 12:37:11:844  <reader_timed_Distance> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:11:844  <reader_timed_Speed> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:11:848  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:11:849  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801901 39>
2016/12/30 12:37:11:849  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:11:849  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:11:849  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:11:850  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:11:850  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:11:850  Recieved page class TACPageRequestPage
2016/12/30 12:37:11:850  logging data point
2016/12/30 12:37:11:850  Processed request with page number 25 for SpecificTrainerDataPage with response <TACPageSpecificTrainerDataPage|cadenceRPM:20|powerW:34>
2016/12/30 12:37:11:851  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:11:852  Recieved page class TACPageRequestPage
2016/12/30 12:37:11:852  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:23|distance:0>
2016/12/30 12:37:11:852  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:11:853  Recieved page class TACPageRequestPage
2016/12/30 12:37:11:853  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:23|distance:0>
2016/12/30 12:37:11:853  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:11:854  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:11:854  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:11:854  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:11:855  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 19001400 00220000>
2016/12/30 12:37:11:855  Notify with data <a4090000 19001400 00220000> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageSpecificTrainerDataPage|cadenceRPM:20|powerW:34>
2016/12/30 12:37:11:863  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:11:863  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 17000020>
2016/12/30 12:37:11:864  Notify with data <a4090000 10000000 17000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.08280000173933794|distance:0>
2016/12/30 12:37:11:865  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:11:865  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 17000020>
2016/12/30 12:37:11:866  Notify with data <a4090000 10000000 17000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.08280000173933794|distance:0>
2016/12/30 12:37:12:751  elevation calculation <speed:23|slope:0|distance:3.918439810428287|speedtimedistance:18.9773001074791|elevation:0|elevationChange:0>
2016/12/30 12:37:12:841  elevation calculation <speed:23|slope:0|distance:-11.44786995895369|speedtimedistance:0.02382773160934448|elevation:0|elevationChange:-0>
2016/12/30 12:37:12:842  <reader_timed_RPM> requested SpecificTrainerDataPage:<TACPageRequestPage|requestPage:25>
2016/12/30 12:37:12:842  <reader_timed_Distance> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:12:842  <reader_timed_Speed> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:12:845  logging data point
2016/12/30 12:37:12:845  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:12:845  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801901 39>
2016/12/30 12:37:12:846  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:12:846  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:12:846  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:12:846  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:12:847  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:12:848  Recieved page class TACPageRequestPage
2016/12/30 12:37:12:848  Processed request with page number 25 for SpecificTrainerDataPage with response <TACPageSpecificTrainerDataPage|cadenceRPM:37|powerW:30>
2016/12/30 12:37:12:849  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:12:849  Recieved page class TACPageRequestPage
2016/12/30 12:37:12:849  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:25|distance:0>
2016/12/30 12:37:12:850  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:12:850  Recieved page class TACPageRequestPage
2016/12/30 12:37:12:850  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:25|distance:0>
2016/12/30 12:37:12:851  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:12:851  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:12:852  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:12:852  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:12:853  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 19002500 001e0000>
2016/12/30 12:37:12:855  Notify with data <a4090000 19002500 001e0000> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageSpecificTrainerDataPage|cadenceRPM:37|powerW:30>
2016/12/30 12:37:12:857  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:12:857  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 19000020>
2016/12/30 12:37:12:858  Notify with data <a4090000 10000000 19000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.09000000189058471|distance:0>
2016/12/30 12:37:12:858  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:12:858  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 19000020>
2016/12/30 12:37:12:859  Notify with data <a4090000 10000000 19000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.09000000189058471|distance:0>
2016/12/30 12:37:13:751  elevation calculation <speed:25|slope:0|distance:5.712021113672174|speedtimedistance:20.69062441587448|elevation:0|elevationChange:0>
